Nombre de evaluación,Componente ambiental,matriz,Submatriz,Nombre del punto,Este,Norte,Zona,Datum,Altitud,Descripción de ubicación,Tipo de muestra,Norma de comparación,Parámetros que incumplen la norma,FECHA,Aceites y grasas,Aluminio,Aluminio disuelto,Amoniaco,Antimonio,Antimonio disuelto,Arsénico,Arsénico disuelto,Bario,Bario disuelto,Berilio,Berilio disuelto,Bicarbonatos,Bismuto,Bismuto disuelto,Boro,Boro disuelto,Cadmio,Cadmio disuelto,Calcio,Calcio disuelto,Carbonatos,Caudal,Cerio,Cianuro libre,Cianuro Total,Cianuro Wad,Clorofila a,Cloruros,Cobalto,Cobalto disuelto,Cobre,Cobre disuelto,Conductividad,Cromo,Cromo disuelto,Cromo Hexavalente,Cromo Hexavalente Total,Demanda Química de Oxígeno (DQO),Estaño,Estaño disuelto,Estroncio,Estroncio disuelto,Fosfatos,Fósforo,Fósforo disuelto,Hidrocarburos totales de petróleo (C10-C40),Hidrocarburos totales de petróleo (C6-C10),Hidrocarburos totales de petróleo (C6-C40),Hierro,Hierro disuelto,Litio,Litio disuelto,Magnesio,Magnesio disuelto,Manganeso,Manganeso disuelto,Mercurio,Mercurio disuelto,Mercurio Total,Molibdeno,Molibdeno disuelto,Níquel,Níquel disuelto,Nitratos (NO3-N) + Nitritos (NO2-N),Nitratos (NO3-N),Nitrógeno Amoniacal,Nitrógeno Total,Oxígeno Disuelto,pH,Plata,Plata disuelto,Plomo,Plomo disuelto,Potasio,Potasio disuelto,Potencial de hidrogeno,Potencial de Neutralización Sobek,Potencial de óxido reducción (ORP),Selenio,Selenio disuelto,Silicio,Silicio disuelto,Sodio,Sodio disuelto,Sólidos Suspendidos Totales (SST),Sólidos Disueltos Totales (SDT),Sulfato Total,Sulfatos,Sulfuro Total,Sulfuros,Talio,Talio disuelto,Temperatura,Titanio,Titanio disuelto,Uranio,Uranio disuelto,Vanadio,Vanadio disuelto,Zinc,Zinc disuelto,4-4῾DDD,4-4῾DDE,4-4῾DDT,4-4῾DDD_,4-4῾DDE_,4-4῾DDT_,Albicarb (parental),Albicarb sulfona,Albicarb sulfóxido,Aldrín,Alfa-BHC (Hexacloruro de Benceno),Beta-BHC (Hexacloruro de Benceno),Chlordane,Coliformes termotolerantes,Delta-BHC (Hexacloruro de Benceno),Dieldrin,Dimethoate,Disulfoton,Endosulfan I,Endosulfan Ii,Endosulfan Sulfate,Endrin,Endrin Aldehyde,Endrin Ketone,EPN (Ethyl p-nitrophenyl),Famphur (Famophos),Gamma-BHC (Lindano),Heptaclor,Heptaclor Epoxide,Malathion,Methoxychlor,Methyl Parathion,Nitritos (NO2-N),"O,O,O-Triethyphosphoticate",Parathion,Phorate,Sulfotep,Thionazin
Galeno,Agua,Agua superficial,Agua superficial de ríos y quebradas,QKero1,794429,9226690,17 Sur,WGS84,3760,"Quebrada Kerosene, aproximadamente a 170 m después de la captación de agua para uso agrario del caserío Guagayoc.",Simple,ECA agua 2015 y 2017,pH (2017 y 2018),20/03/2018,,0.269,0.23,,<0.00004,<0.00004,<0.00003,<0.00003,0.008,0.0072,<0.00002,<0.00002,1.5,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,0.62,0.54,,0,,,,,,<0.061,0.00118,0.00114,0.11904,0.11429,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0033,0.0033,,0.033,<0.015,,,,0.2113,0.1671,<0.0001,<0.0001,0.195,0.195,0.02603,0.02506,<0.00003,<0.00003,,<0.00002,<0.00002,0.0012,0.0007,,0.097,,,0,,<0.000003,<0.000003,0.0003,<0.0002,0.56,0.49,0,,,<0.0004,<0.0004,,,0.278,0.278,<2,12,,2.643,,,<0.00002,<0.00002,0,<0.0002,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,<0.01,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua superficial,Agua superficial de ríos y quebradas,QKero2,795304,9227340,17 Sur,WGS84,3819,"Quebrada Kerosene, aproximadamente a 200 m al noreste de la garita de control (Bravo 4) del PM El Galeno.",Simple,ECA agua 2015 y 2017,pH,20/03/2018,,0.122,0.108,,<0.00004,<0.00004,<0.00003,<0.00003,0.0053,0.0045,<0.00002,<0.00002,2,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,0.49,0.38,,0,,,,,,<0.061,0.00135,0.00135,0.0453,0.03951,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0018,0.0018,,0.035,<0.015,,,,0.1159,0.0893,<0.0001,<0.0001,0.157,0.157,0.03902,0.03621,<0.00003,<0.00003,,<0.00002,<0.00002,0.0011,0.0008,,0.027,,,0,,<0.000003,<0.000003,<0.0002,<0.0002,0.42,0.42,0,,,<0.0004,<0.0004,,,0.184,0.184,<2,5,,1.44,,,<0.00002,<0.00002,0,<0.0002,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,<0.01,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua superficial,Agua superficial de ríos y quebradas,QKero3,794965,9227080,17 Sur,WGS84,3790,"Quebrada Kerosene, aproximadamente a 250 m al suroeste de la garita de control (Bravo 4) del PM El Galeno.",Simple,ECA agua 2015 y 2017,pH yCu,20/03/2018,,0.363,0.214,,<0.00004,<0.00004,<0.00003,<0.00003,0.0097,0.0074,<0.00002,<0.00002,4.1,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,1.87,0.42,,0,,,,,,<0.061,0.00146,0.00129,0.20271,0.17062,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0046,0.0032,,0.038,<0.015,,,,0.6406,0.2718,<0.0001,<0.0001,0.249,0.163,0.02351,0.01882,<0.00003,<0.00003,,<0.00002,<0.00002,0.0015,0.0007,,0.217,,,0,,<0.000003,<0.000003,0.001,0.0004,0.59,0.48,0,,,<0.0004,<0.0004,,,0.3,0.3,<2,11,,3.125,,,<0.00002,<0.00002,0,0.0026,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,0.0215,0.0161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua superficial,Agua superficial de ríos y quebradas,QLipi1A,795166,9225086,17 Sur,WGS84,3637,"Quebrada Lipiac, aproximadamente a 100 m antes de la confluencia con la quebrada Yanacocha en el caserío Chamcas.",Simple,ECA agua 2015 y 2017,pH (2017 y 2018),18/03/2018,,0.288,0.216,,<0.00004,<0.00004,<0.00003,<0.00003,0.0108,0.009,<0.00002,<0.00002,<1.2,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,0.55,0.46,,0,,,,,,<0.061,0.0011,0.00101,0.00112,0.00098,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0019,0.0019,,0.041,<0.015,,,,0.6332,0.1683,<0.0001,<0.0001,0.173,0.157,0.07666,0.06914,<0.00003,<0.00003,,<0.00002,<0.00002,0.0012,0.0006,,0.089,,,0,,<0.000003,<0.000003,0.0013,0.0006,0.4,0.29,0,,0,<0.0004,<0.0004,,,0.131,0.131,2,9,,3.232,,,<0.00002,<0.00002,0,<0.0002,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,0.033,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua superficial,Agua superficial de ríos y quebradas,QMilp1,797272,9227648,17 Sur,WGS84,3761,"Quebrada Milpo, aproximadamente a 60 m de la descarga de la laguna del mismo nombre en el caserío Santa Rosa de Milpo.",Simple,ECA agua 2015 y 2017,pH (2017 y 2018),13/03/2018,,0.213,0.169,,<0.00004,<0.00004,0.0005,0.00049,0.0052,0.005,<0.00002,<0.00002,4.8,<0.00002,<0.00002,0.005,<0.002,<0.00001,<0.00001,0.47,0.47,,0,,,,,,0.105,0.00065,<0.00001,0.0736,0.06476,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0045,0.0045,,0.049,<0.015,,,,0.1411,0.0981,<0.0001,<0.0001,0.153,0.153,0.01592,0.01581,<0.00003,<0.00003,,<0.00002,<0.00002,0.0006,<0.0002,,<0.009,,,0,,<0.000003,<0.000003,0.0005,<0.0002,0.5,0.44,0,,0,<0.0004,<0.0004,,,0.4,0.4,<2,15,,4.205,,,<0.00002,<0.00002,0,<0.0002,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,<0.01,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua superficial,Agua superficial de ríos y quebradas,QMilp2,798458,9227229,17 Sur,WGS84,3658,"Quebrada Milpo, aproximadamente a 130 m antes de la confluencia con la quebrada Muyoc.",Simple,ECA agua 2015 y 2017,pH (2017),16/03/2018,,0.194,0.092,,<0.00004,<0.00004,0.00059,<0.00003,0.0047,0.004,<0.00002,<0.00002,4.3,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,2.14,2.14,,0,,,,,,<0.061,0.00037,0.00031,0.04107,0.02677,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0046,0.0045,,0.041,<0.015,,,,0.1566,0.0546,<0.0001,<0.0001,0.173,0.159,0.0379,0.0299,<0.00003,<0.00003,,<0.00002,<0.00002,0.0007,<0.0002,,<0.035,,,0,,<0.000003,<0.000003,0.0006,<0.0002,0.53,0.52,0,,0,<0.0004,<0.0004,,,0.374,0.374,<2,10,,4.583,,,<0.00002,<0.00002,0,0.0014,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,<0.01,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua superficial,Agua superficial de ríos y quebradas,QMilp3,798894,9226821,17 Sur,WGS84,3630,"Quebrada Milpo, aproximadamente a 475 m después de la confluencia de las quebradas Milpo y Muyoc.",Simple,ECA agua 2015 y 2017,Ninguno,16/03/2018,,0.106,0.046,,<0.00004,<0.00004,<0.00003,<0.00003,0.0041,0.0032,<0.00002,<0.00002,42.7,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,12.85,12.6,,0,,,,,,0.067,<0.00001,<0.00001,0.01167,0.01039,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0173,0.0166,,0.058,<0.015,,,,0.1477,0.0472,<0.0001,<0.0001,0.504,0.492,0.02287,0.0071,<0.00003,<0.00003,,<0.00002,<0.00002,<0.0002,<0.0002,,<0.035,,,0,,<0.000003,<0.000003,0.0008,<0.0002,0.49,0.44,0,,0,<0.0004,<0.0004,,,0.419,0.419,3,43,,4.092,,,<0.00002,<0.00002,0,<0.0002,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,<0.01,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua superficial,Agua superficial de ríos y quebradas,QMuy1,798469,9228024,17 Sur,WGS84,3683,"Quebrada Muyoc, aproximadamente a 220 m antes de su confluencia a la laguna Muyoc.",Simple,ECA agua 2015 y 2017,Ninguno,15/03/2018,,0.04,0.012,,<0.00004,<0.00004,0.00137,0.00108,0.0128,0.0106,<0.00002,<0.00002,270.9,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,82.33,77.84,,0,,,,,,0.148,<0.00001,<0.00001,0.00061,<0.00003,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.1011,0.0987,,0.067,<0.015,,,,0.0819,0.0187,<0.0001,<0.0001,2.147,2.037,0.01704,0.01273,<0.00003,<0.00003,,<0.00002,<0.00002,<0.0002,<0.0002,,0.252,,,0,,<0.000003,<0.000003,0.0006,<0.0002,0.27,0.18,0,,0,<0.0004,<0.0004,,,0.369,0.343,<2,302,,1.968,,,<0.00002,<0.00002,0,<0.0002,<0.0002,0.000299,0.00027,<0.0001,<0.0001,<0.01,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua superficial,Agua superficial de ríos y quebradas,QMuy2,798577,9227242,17 Sur,WGS84,3657,"Quebrada Muyoc, aproximadamente a 110 m antes de la confluencia con la quebrada Milpo.",Simple,ECA agua 2015 y 2017,Mn,15/03/2018,,1.951,0.028,,<0.00004,<0.00004,0.00535,0.00113,0.3039,0.0082,0.00043,<0.00002,212.4,<0.00002,<0.00002,0.031,<0.002,0.00085,<0.00001,431.4,62.5,,0,,,,,,0.328,0.00108,<0.00001,0.01102,<0.00003,0,0.0042,<0.0001,,,,0.00057,<0.00003,0.3872,0.0874,,0.35,<0.015,,,,1.889,0.0728,0.0036,<0.0001,99.12,2.193,0.43423,0.03011,0.00017,<0.00003,,0.00037,<0.00002,0.003,<0.0002,,0.053,,,0,,<0.000003,<0.000003,0.0497,<0.0002,1.24,0.39,0,,0,<0.0004,<0.0004,,,1.89,0.528,2,202,,1.277,,,<0.00002,<0.00002,0,0.0335,<0.0002,0.000551,<0.000003,0.0049,<0.0001,0.1292,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua superficial,Agua superficial de ríos y quebradas,QQuin1,798091,9227038,17 Sur,WGS84,3752,"Quebrada Quinuacucho, aproximadamente a 50 m aguas arriba de la carretera que une el caserío El Punre con el PM El Galeno.",Simple,ECA agua 2015 y 2017,pH (2017 y 2018),16/03/2018,,0.165,0.104,,<0.00004,<0.00004,0.00502,0.0031,0.0035,0.0021,<0.00002,<0.00002,1.5,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,1.49,0.66,,0,,,,,,<0.061,<0.00001,<0.00001,0.00244,0.00244,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0027,0.002,,0.039,<0.015,,,,0.4155,0.2553,<0.0001,<0.0001,0.161,0.063,0.0082,0.0078,<0.00003,<0.00003,,<0.00002,<0.00002,<0.0002,<0.0002,,<0.035,,,0,,<0.000003,<0.000003,0.0005,<0.0002,0.1,<0.04,0,,0,<0.0004,<0.0004,,,<0.006,<0.006,2,7,,1.653,,,<0.00002,<0.00002,0,0.0014,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,0.0291,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua superficial,Agua superficial de ríos y quebradas,QQuin2,798794,9226597,17 Sur,WGS84,3620,"Quebrada Quinuacucho, aproximadamente a 370 m antes de la confluencia con la quebrada Milpo.",Simple,ECA agua 2015 y 2017,Ninguno,16/03/2018,,0.095,0.052,,<0.00004,<0.00004,0.00278,0.0022,0.0038,0.0038,<0.00002,<0.00002,15,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,4.74,4.52,,0,,,,,,<0.061,<0.00001,<0.00001,0.00422,0.00422,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0066,0.0063,,0.037,<0.015,,,,0.2088,0.1151,<0.0001,<0.0001,0.176,0.162,0.00231,0.002,<0.00003,<0.00003,,<0.00002,<0.00002,<0.0002,<0.0002,,<0.035,,,0,,<0.000003,<0.000003,<0.0002,<0.0002,0.18,0.11,0,,0,<0.0004,<0.0004,,,0.177,0.177,<2,16,,2.574,,,<0.00002,<0.00002,0,0.0013,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,<0.01,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua superficial,Agua superficial de ríos y quebradas,QSN-3,795070,9226386,17 Sur,WGS84,3884,"Quebrada sin nombre, antes del aporte fluvial a la laguna Seca.",Simple,ECA agua 2015 y 2017,pH,20/03/2018,,0.311,0.172,,<0.00004,<0.00004,<0.00003,<0.00003,0.0037,0.0022,<0.00002,<0.00002,<1.2,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,1.63,0.27,,,,,,,,<0.061,<0.00001,<0.00001,0.00225,0.00225,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0032,0.0013,,0.039,<0.015,,,,0.2325,0.1086,<0.0001,<0.0001,0.244,0.061,0.00635,0.00446,<0.00003,<0.00003,,<0.00002,<0.00002,0.0007,<0.0002,,<0.009,,,0,,<0.000003,<0.000003,0.0024,<0.0002,0.09,<0.04,0,,0,<0.0004,<0.0004,,,<0.006,<0.006,6,4,,0.111,,,<0.00002,<0.00002,0,0.0029,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,0.0238,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua superficial,Agua superficial de ríos y quebradas,QYana1,795101,9225078,17 Sur,WGS84,3631,"Quebrada Yanacocha, aproximadamente a 80 m después de la confluencia con la quebrada Lipiac, en el caserío Chamcas.",Simple,ECA agua 2015 y 2017,Ninguno,18/03/2018,,0.224,0.124,,<0.00004,<0.00004,0.00078,0.00044,0.0076,0.0065,<0.00002,<0.00002,3.1,<0.00002,<0.00002,0.003,<0.002,<0.00001,<0.00001,1.18,1.03,,0,,,,,,<0.061,0.00068,0.0006,0.00531,0.00157,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.005,0.0049,,0.088,<0.015,,,,0.8876,0.2307,<0.0001,<0.0001,0.244,0.232,0.04563,0.0381,<0.00003,<0.00003,,<0.00002,<0.00002,0.0011,<0.0002,,<0.009,,,0,,<0.000003,<0.000003,0.0009,0.0005,0.36,0.36,0,,0,<0.0004,<0.0004,,,0.173,0.656,2,7,,3.039,,,<0.00002,<0.00002,0,0.0013,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua superficial,Agua superficial de ríos y quebradas,QYana2,795669,9225990,17 Sur,WGS84,3711,"Quebrada Yanacocha, aproximadamente a 1,05 km antes de la confluencia con la quebrada Lipiac.",Simple,ECA agua 2015 y 2017,pH,18/03/2018,,0.173,0.083,,<0.00004,<0.00004,0.0018,0.00062,0.0038,0.0028,<0.00002,<0.00002,1.8,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,0.92,0.61,,0,,,,,,<0.061,0.00046,0.00044,0.00157,0.00151,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0044,0.0039,,0.045,<0.015,,,,1.743,0.2977,<0.0001,<0.0001,0.219,0.199,0.01925,0.0176,<0.00003,<0.00003,,<0.00002,<0.00002,0.0013,<0.0002,,<0.009,,,0,,<0.000003,<0.000003,0.0005,<0.0002,0.33,0.24,0,,0,<0.0004,<0.0004,,,0.158,0.334,5,6,,2.15,,,<0.00002,<0.00002,0,<0.0002,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,<0.01,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lote 131,Agua,Agua superficial,Agua superficial de ríos y quebradas,Q.Tr.Edil2,488610,9023165,18 Sur,WGS84,230,"Tributario en la margen derecha de la quebrada Edilbertocaño, aproximadamente a 30 m aguas arriba de su confluencia.",Simple,ECA agua 2017,Ninguno,5/29/17,"<1,0","0,089","0,02",,"<0,006","<0,006","<0,007","<0,007","0,279","0,254","<0,0005","<0,0005",,"<0,01","<0,01","0,012","0,0099","<0,001","<0,001","66,65","52,89",,,,,,,,"0,4","0,001","<0,001","<0,002","<0,002",335,"<0,001","<0,001",,,,"<0,003","<0,003","0,3213","0,2744",,"0,08","0,05","<0,20","<0,04","<0,20","0,672","0,15","0,006","0,005","3,286","2,689","0,103","0,0992","<0,0001","<0,0001",,"<0,002","<0,002","<0,002","<0,002",,,,,"7,05",,"<0,002","<0,002","<0,001","<0,001","2,54","2,27","7,61",,,"<0,006","<0,006","10,6","9,16","9,505","7,26",,,,,,,"<0,007","<0,007","25,2","<0,001","<0,001",,,"<0,001","<0,001","0,009","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lote 131,Agua,Agua superficial,Agua superficial de ríos y quebradas,Q.Tr.LAng1,491083,9016682,18 Sur,WGS84,225,"Primer punto de muestreo del tributario principal de la quebrada Los Ángeles, aproximadamente a 170 m aguas arriba de la línea de recolección 1 que une las plafaformas SA2X y LA3X y cuya coordenada se encuentra cercana al punto de evaluación  C-AG-4",Simple,ECA agua 2017,Ninguno,6/5/17,"<1,0","0,124","0,034",,"<0,006","<0,006","<0,007","<0,007","0,519","0,459","<0,0005","<0,0005",,"<0,01","<0,01","0,018","0,015","<0,001","<0,001","91,21","79,67",,,,,,,,"1,2","<0,001","<0,001","<0,002","<0,002",544,"<0,001","<0,001",,,,"<0,003","<0,003","0,667","0,586",,"0,2","0,16","<0,20","<0,04","<0,20","0,085","0,017","0,012","0,011","7,676","6,738","0,082","0,081","<0,0001","<0,0001",,"<0,002","<0,002","<0,002","<0,002",,,,,"6,48",,"<0,002","<0,002","<0,001","<0,001","3,11","2,63","7,88",,,"<0,006","<0,006","9,2","7,88","18,69","15,88",,,,,,,"<0,007","<0,007","25,4","<0,001","<0,001",,,"<0,001","<0,001","0,028","0,027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lote 131,Agua,Agua superficial,Agua superficial de ríos y quebradas,Q.Tr.LAng2,491254,9016825,18 Sur,WGS84,214,"Segundo punto de muestreo del tributario principal de la quebrada Los Ángeles, aproximadamente a 50 m aguas abajo de la línea de recolección 1 que une las locaciones SA2X y LA3X.",Simple,ECA agua 2017,Ninguno,6/5/17,"<1,0","0,115","0,024",,"<0,006","<0,006","<0,007","<0,007","0,488","0,43","<0,0005","<0,0005",,"<0,01","<0,01","0,018","0,015","<0,001","<0,001","89,49","77,56",,,,,,,,"1,2","<0,001","<0,001","<0,002","<0,002",551,"<0,001","<0,001",,,,"<0,003","<0,003","0,6609","0,5757",,"0,2","0,18","<0,20","<0,04","<0,20","0,082","0,012","0,014","0,005","7,719","6,756","0,047","0,046","<0,0001","<0,0001",,"<0,002","<0,002","<0,002","<0,002",,,,,"7,11",,"<0,002","<0,002","<0,001","<0,001","3,22","2,81","7,94",,,"<0,006","<0,006","8,99","7,61","19,86","16,79",,,,,,,"<0,007","<0,007","25,9","<0,001","<0,001",,,"<0,001","<0,001","0,019","<0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lote 131,Agua,Agua superficial,Agua superficial de ríos y quebradas,Q.Tr.LAng3,491677,9016847,18 Sur,WGS84,225,"Tercer punto de muestreo del tributario principal de la quebrada Los Ángeles, aproximadamente a 350 m aguas arriba de la naciente de la quebrada Los Ángeles.",Simple,ECA agua 2017,Ninguno,6/3/17,"<1,0","0,121","0,02",,"<0,006","<0,006","<0,007","<0,007","0,482","0,416","<0,0005","<0,0005",,"<0,01","<0,01","0,018","0,018","<0,001","<0,001","90,17","77,18",,,,,,,,"2,2","<0,001","<0,001","<0,002","<0,002",534,"<0,001","<0,001",,,,"<0,003","<0,003","0,6575","0,5645",,"0,22","0,18","<0,20","<0,04","<0,20","0,081","0,012","0,011","0,01","7,584","6,545","0,019","0,015","<0,0001","<0,0001",,"<0,002","<0,002","<0,002","<0,002",,,,,"7,22",,"<0,002","<0,002","<0,001","<0,001","3,39","2,9","8,04",,,"<0,006","<0,006","8,76","7,3","19,97","16,84",,,,,,,"<0,007","<0,007","24,2","<0,001","<0,001",,,"<0,001","<0,001","0,018","<0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lote 131,Agua,Agua superficial,Agua superficial de ríos y quebradas,Q.Tr.LAng4,492232,9017176,18 Sur,WGS84,229,"Tributario a la quebrada Los Ángeles, aproximadamente 15 m aguas arriba de la afluencia por la margen izquierda del río Macuya.",Simple,ECA agua 2017,Ninguno,6/3/17,"<1,0","0,0968","0,024",,"<0,006","<0,006","<0,007","<0,007","0,428","0,384","<0,0005","<0,0005",,"<0,01","<0,01","0,019","0,019","<0,001","<0,001","84,04","73,46",,,,,,,,"0,8","<0,001","<0,001","<0,002","<0,002",494,"<0,001","<0,001",,,,"<0,003","<0,003","0,5085","0,4484",,"0,2","0,19","<0,20","<0,04","<0,20","0,144","0,024","0,014","0,013","6,094","5,354","0,031","0,024","<0,0001","<0,0001",,"<0,002","<0,002","<0,002","<0,002",,,,,"7,21",,"<0,002","<0,002","<0,001","<0,001","3,4","3,03","7,95",,,"<0,006","<0,006","10,7","9,1","24,35","20,64",,,,,,,"<0,007","<0,007","24,4","<0,001","<0,001",,,"<0,001","<0,001","0,022","<0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lote 131,Agua,Agua superficial,Agua superficial de ríos y quebradas,QAgua1,488440,9021897,18 Sur,WGS84,226,"Quebrada Aguaytillo, aproximadamente a 160 m aguas arriba del puente Aguaytillo, por donde cruza la carretera Federico Basadre.",Simple,ECA agua 2017,Ninguno,5/27/17,"<1,0","0,071","0,013",,"<0,006","<0,006","<0,007","<0,007","0,288","0,253","<0,0005","<0,0005",,"<0,01","<0,01","0,015","0,009","<0,001","<0,001","103,2","84,13",,,,,,,,"0,8","<0,001","<0,001","<0,002","<0,002",519,"<0,001","<0,001",,,,"0,015","<0,003","0,5665","0,4824",,"0,09","0,08","<0,20","<0,04","<0,20","0,0992","0,025","0,0095","0,008",6192,"5,248","0,025","0,022","<0,0001","<0,0001",,"<0,002","<0,002","<0,002","<0,002",,,,,"6,99",,"<0,002","<0,002","<0,001","<0,001","2,8","2,36","7,91",,,"<0,006","<0,006",10,"8,41","20,02","16,13",,,,,,,"<0,007","<0,007","27,2","<0,001","<0,001",,,"<0,001","<0,001","0,017","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lote 131,Agua,Agua superficial,Agua superficial de ríos y quebradas,QAgua2,488468,9022414,18 Sur,WGS84,234,"Quebrada Aguaytillo, aproximadamente a 15 m aguas arriba de la afluencia de la quebrada Grovercaño.",Simple,ECA agua 2017,Ninguno,5/27/17,"<1,0","0,315","0,019",,"<0,006","<0,006","<0,007","<0,007","0,278","0,267","<0,0005","<0,0005",,"<0,01","<0,01","0,017","0,012","<0,001","<0,001","106,1","88,07",,,,,,,,"0,6","<0,001","<0,001","<0,002","<0,002",515,"<0,001","<0,001",,,,"<0,003","<0,003","0,5869","0,5044",,"0,097","0,09","<0,20","<0,04","<0,20","0,318","0,025","0,0098","0,009","6,239","5,371","0,086","0,068","<0,0001","<0,0001",,"<0,002","<0,002","<0,002","<0,002",,,,,"7,75",,"<0,002","<0,002","<0,001","<0,001","2,73","2,3","7,98",,,"0,007","<0,006","10,4","8,97","20,63","16,83",,,,,,,"<0,007","<0,007","25,9","<0,001","<0,001",,,"<0,001","<0,001","0,005","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
